Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties
2021,CT,Connecticut,Fairfield,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,89.3,,,87.4,91.1,959768,09001,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-73.3670614 41.2274128),1040
2020,CT,Connecticut,New Haven,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,37.5,,,32.2,43.1,863700,09009,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-72.9002033 41.3497185),1044
2020,CT,Connecticut,Hartford,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,75.4,,,73.1,77.5,896854,09003,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,Windham,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16,,,13.8,18.4,116418,09015,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-71.9907017 41.8249987),39
2020,CT,Connecticut,Middlesex,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,85.1,,,82.7,87.1,164759,09007,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Windham,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,17.9,,,15.1,21.1,116418,09015,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Litchfield,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,17.9,,,14.7,21.7,185000,09005,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Tolland,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,9,,,7.6,10.4,150293,09013,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-72.3409779 41.8580807),38
2020,CT,Connecticut,New London,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,56.5,,,49.6,63.3,268805,09011,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-72.1086339 41.4726517),1045
2020,CT,Connecticut,New Haven,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,52.5,,,46.5,58.9,863700,09009,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Fairfield,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,28.9,,,25.9,31.9,959768,09001,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Tolland,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,32,,,28.7,35.5,150293,09013,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Tolland,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,23.1,,,20.5,25.8,150293,09013,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,New Haven,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.5,,,5.7,7.5,863700,09009,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Tolland,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,19.5,,,16.2,23.2,150293,09013,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Windham,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,23.5,,,19.4,27.9,116418,09015,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Litchfield,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.2,,,2.7,3.6,185000,09005,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-73.2354042 41.7918833),1042
2020,CT,Connecticut,New Haven,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,9,,,5.9,13.0,863700,09009,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Fairfield,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.1,,,6.4,7.7,959768,09001,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Windham,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.4,,,6.7,8.2,116418,09015,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Middlesex,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,29.6,,,26.5,33.1,164759,09007,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-72.5227802 41.4330028),1043
2020,CT,Connecticut,Hartford,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,78.9,,,75.9,81.5,896854,09003,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,New London,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,22.3,,,19.8,25.2,268805,09011,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Fairfield,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,24.9,,,21.3,28.8,959768,09001,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Middlesex,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,23.2,,,20.0,26.5,164759,09007,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Hartford,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,7.8,,,6.1,9.7,896854,09003,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,New London,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.9,,,9.7,12.3,268805,09011,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,New London,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31,,,26.5,36.1,268805,09011,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-72.1086339 41.4726517),1045
2020,CT,Connecticut,Windham,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,85.4,,,83.3,87.4,116418,09015,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,New London,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,25.7,,,22.2,29.4,268805,09011,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,New Haven,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.8,,,9.6,12.2,863700,09009,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Windham,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,24.7,,,21.2,28.6,116418,09015,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Litchfield,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,3.9,,,3.2,4.6,185000,09005,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Fairfield,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,16.4,,,14.2,18.7,959768,09001,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,New Haven,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.4,3.0,863700,09009,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Litchfield,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,20.5,,,17.5,23.7,185000,09005,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-73.2354042 41.7918833),1042
2020,CT,Connecticut,Hartford,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,8.2,,,5.1,11.7,896854,09003,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,Litchfield,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,87.1,,,84.6,89.6,185000,09005,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-73.2354042 41.7918833),1042
2020,CT,Connecticut,Middlesex,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,47.6,,,40.7,54.8,164759,09007,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Middlesex,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.3,,,2.0,2.6,164759,09007,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Hartford,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,15.2,,,13.2,17.5,896854,09003,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,New London,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,8.7,,,7.5,10.0,268805,09011,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-72.1086339 41.4726517),1045
2020,CT,Connecticut,Middlesex,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,7.6,,,4.6,11.2,164759,09007,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Middlesex,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,9.7,,,8.1,11.5,164759,09007,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-72.5227802 41.4330028),1043
2020,CT,Connecticut,Tolland,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,78.8,,,75.9,81.4,150293,09013,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-72.3409779 41.8580807),38
2020,CT,Connecticut,Litchfield,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,75.4,,,72.4,78.0,185000,09005,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Hartford,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,35.1,,,32.2,38.3,896854,09003,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-72.7329157 41.8060534),1041
2020,CT,Connecticut,Hartford,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,68.8,,,65.8,71.5,896854,09003,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,Windham,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,16.3,,,13.0,19.9,116418,09015,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-71.9907017 41.8249987),39
2020,CT,Connecticut,Fairfield,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,44.9,,,38.9,50.4,959768,09001,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Middlesex,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,4.6,,,3.7,5.5,164759,09007,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-72.5227802 41.4330028),1043
2020,CT,Connecticut,Fairfield,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,50.1,,,43.5,56.2,959768,09001,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-73.3670614 41.2274128),1040
2020,CT,Connecticut,Fairfield,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,86.9,,,85.2,88.4,959768,09001,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Litchfield,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.5,,,12.4,16.7,185000,09005,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Litchfield,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,24.6,,,21.0,28.8,185000,09005,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-73.2354042 41.7918833),1042
2020,CT,Connecticut,New London,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,34.4,,,32.7,35.9,268805,09011,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,New Haven,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.4,,,4.4,6.5,863700,09009,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,New Haven,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6.6,,,5.6,7.7,863700,09009,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,New London,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.1,,,3.5,4.7,268805,09011,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,New Haven,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.7,,,4.1,5.4,863700,09009,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-72.9002033 41.3497185),1044
2020,CT,Connecticut,Hartford,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,35.4,,,34.1,36.6,896854,09003,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,Hartford,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.1,,,2.8,3.5,896854,09003,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,Windham,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.6,,,12.1,17.5,116418,09015,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Fairfield,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,12,,,10.1,14.2,959768,09001,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-73.3670614 41.2274128),1040
2020,CT,Connecticut,Tolland,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,33.8,,,32.2,35.4,150293,09013,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-72.3409779 41.8580807),38
2020,CT,Connecticut,Middlesex,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,76.3,,,72.5,79.6,164759,09007,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Middlesex,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,8.6,,,7.1,10.2,164759,09007,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Tolland,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,76.4,,,72.9,79.9,150293,09013,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,New London,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.2,,,13.2,17.4,268805,09011,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Windham,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.3,3.1,116418,09015,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Litchfield,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.6,,,12.4,16.9,185000,09005,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Middlesex,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,80.1,,,77.1,82.9,164759,09007,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-72.5227802 41.4330028),1043
2020,CT,Connecticut,New London,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,72.1,,,69.2,75.2,268805,09011,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Windham,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.4,,,84.8,89.7,116418,09015,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Middlesex,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,26.7,,,23.5,29.7,164759,09007,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,New London,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.9,,,6.1,7.9,268805,09011,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Middlesex,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,23.6,,,20.1,27.2,164759,09007,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-72.5227802 41.4330028),1043
2020,CT,Connecticut,Windham,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,77.2,,,74.4,80.0,116418,09015,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-71.9907017 41.8249987),39
